Student_ID,School,Grade_Level,Gender,Subject,Teacher,Attendance_Rate,Homework_Score,Midterm_Score,Final_Exam_Score,Overall_Score
S2331,Lakeside School,SS1,Female,Mathematics,Mr. Bello,79.0,91.7,61.7,70.6,72.2
S2332,Greenfield Academy,SS2,Female,Economics,Mr. Ade,92.6,96.5,81.8,36.2,61.9
S2333,Hilltop College,SS2,Female,Economics,Mrs. Hassan,77.3,71.1,68.2,78.6,74.0
S2334,Hilltop College,SS2,Female,Mathematics,Mrs. Mensah,91.9,61.1,96.3,41.6,61.9
S2335,Lakeside School,JSS1,Male,Biology,Mr. Yusuf,83.8,54.0,37.7,85.0,64.6
S2336,Greenfield Academy,JSS2,Male,Economics,Mr. Yusuf,95.5,43.0,67.7,47.5,52.7
S2337,Lakeside School,SS3,Male,Biology,Mr. Ade,76.4,56.1,73.0,59.2,62.7
S2338,Lakeside School,SS3,Male,Economics,Mrs. Mensah,84.2,79.3,94.8,54.5,71.6
S2339,Lakeside School,JSS1,Male,Physics,Mrs. Okeke,85.2,72.0,38.2,90.1,70.9
S2340,Greenfield Academy,SS1,Female,Mathematics,Mr. Ade,76.7,96.6,72.3,38.9,60.5
S2341,Hilltop College,JSS1,Male,Economics,Mrs. Mensah,65.8,63.8,90.5,69.6,74.7
S2342,Greenfield Academy,SS1,Male,Physics,Mr. Ade,63.7,81.6,50.7,39.9,51.5
S2343,Northview High,SS1,Male,Chemistry,Mr. Yusuf,60.7,69.4,92.0,79.3,81.1
S2344,Greenfield Academy,JSS3,Female,Physics,Mrs. Hassan,94.9,70.8,36.2,93.4,71.7
S2345,Greenfield Academy,SS3,Female,English,Mr. Ade,69.5,56.1,82.6,60.4,66.2
S2346,Greenfield Academy,SS2,Male,Economics,Mrs. Okeke,68.5,67.3,95.7,64.2,74.3
S2347,Greenfield Academy,SS1,Female,Physics,Mr. Bello,89.4,68.2,77.7,94.9,84.4
S2348,Hilltop College,JSS3,Female,Biology,Mrs. Mensah,72.8,82.4,63.5,66.5,68.8
S2349,Northview High,SS3,Female,Chemistry,Mr. Ade,80.2,96.4,37.9,64.1,62.7
S2350,Hilltop College,SS2,Female,Economics,Mr. Ade,66.5,59.8,94.8,70.5,75.6
S2351,Hilltop College,SS1,Female,English,Mrs. Okeke,98.4,42.5,65.6,78.2,67.3
S2352,Greenfield Academy,SS1,Female,Physics,Mrs. Hassan,94.1,69.8,36.9,37.5,43.8
S2353,Lakeside School,JSS1,Female,Chemistry,Mr. Ade,94.6,72.7,79.8,87.5,82.2
S2354,Lakeside School,JSS1,Male,Economics,Mr. Ade,76.3,50.1,66.3,60.5,60.2
S2355,Hilltop College,SS3,Male,Chemistry,Mrs. Hassan,90.5,85.6,43.1,35.1,47.6
S2356,Hilltop College,SS2,Female,English,Mrs. Okeke,65.8,99.1,48.9,85.0,77.0
S2357,Greenfield Academy,SS1,Male,Physics,Mrs. Mensah,60.3,96.7,39.2,56.4,59.3
S2358,Hilltop College,SS3,Male,Chemistry,Mrs. Mensah,60.8,51.8,72.3,37.0,50.6
S2359,Greenfield Academy,SS3,Female,Chemistry,Mr. Ade,83.5,92.5,75.4,74.4,78.3
S2360,Lakeside School,JSS2,Male,Mathematics,Mrs. Hassan,78.2,82.3,67.9,91.6,82.6
S2361,Lakeside School,JSS1,Female,Chemistry,Mr. Ade,80.7,67.2,88.1,92.1,85.9
S2362,Northview High,SS2,Female,Mathematics,Mr. Bello,60.3,72.4,91.0,97.0,90.3
S2363,Lakeside School,SS1,Female,Physics,Mrs. Mensah,76.9,91.0,75.0,90.7,86.1
S2364,Hilltop College,SS3,Male,Economics,Mr. Yusuf,88.7,68.8,35.8,30.1,39.6
S2365,Lakeside School,SS1,Male,Economics,Mr. Bello,77.7,62.4,80.2,56.6,64.8
S2366,Greenfield Academy,JSS2,Male,Physics,Mr. Ade,89.3,69.6,62.2,87.3,76.2
S2367,Lakeside School,SS2,Male,Physics,Mrs. Okeke,69.3,74.7,71.8,55.6,64.3
S2368,Northview High,SS3,Female,Biology,Mrs. Mensah,92.5,51.3,77.2,72.1,69.5
S2369,Lakeside School,SS1,Female,Physics,Mr. Yusuf,83.5,94.1,57.8,72.4,72.4
S2370,Greenfield Academy,JSS1,Male,Chemistry,Mr. Bello,68.4,80.5,94.6,55.6,72.3
S2371,Greenfield Academy,JSS2,Female,Economics,Mrs. Mensah,69.5,78.0,43.7,93.3,75.4
S2372,Hilltop College,SS2,Female,English,Mrs. Hassan,85.1,46.0,78.6,65.2,65.4
S2373,Lakeside School,JSS2,Male,Economics,Mrs. Okeke,93.2,76.3,35.3,62.5,57.1
S2374,Greenfield Academy,JSS1,Female,Mathematics,Mr. Bello,76.6,47.3,95.1,99.8,87.9
S2375,Northview High,SS2,Male,Economics,Mrs. Hassan,70.3,44.7,42.3,64.5,53.9
S2376,Hilltop College,JSS2,Female,Biology,Mr. Ade,94.7,71.6,41.2,42.5,47.9
S2377,Northview High,JSS3,Male,Physics,Mrs. Hassan,86.8,64.2,56.6,65.9,62.8
S2378,Lakeside School,JSS1,Female,Physics,Mr. Bello,77.9,75.3,59.3,87.0,76.4
S2379,Lakeside School,JSS1,Female,Economics,Mr. Bello,79.5,45.4,48.9,84.4,66.0
S2380,Lakeside School,JSS1,Male,English,Mr. Ade,68.2,65.9,73.0,85.2,77.7
S2381,Hilltop College,JSS3,Male,English,Mrs. Hassan,85.1,50.5,63.8,79.6,69.0
S2382,Greenfield Academy,JSS3,Male,Biology,Mrs. Hassan,74.3,99.2,37.2,47.8,54.9
S2383,Hilltop College,SS1,Male,Mathematics,Mr. Ade,99.8,73.7,55.8,90.3,76.6
S2384,Northview High,SS3,Female,Economics,Mrs. Hassan,79.2,81.2,87.7,92.5,88.8
S2385,Hilltop College,JSS2,Female,Physics,Mrs. Mensah,79.4,59.5,79.8,43.6,57.6
S2386,Northview High,SS1,Male,Economics,Mr. Ade,82.6,45.7,82.1,39.1,53.3
S2387,Hilltop College,JSS2,Female,Biology,Mrs. Okeke,96.7,98.6,80.4,98.3,93.0
S2388,Greenfield Academy,SS3,Male,Chemistry,Mr. Bello,92.0,57.2,55.2,90.8,73.4
S2389,Northview High,JSS3,Male,Chemistry,Mrs. Okeke,78.0,65.4,41.5,92.5,71.8
S2390,Lakeside School,SS3,Female,Biology,Mrs. Mensah,88.7,79.0,52.7,92.0,77.6
S2391,Lakeside School,JSS3,Female,Physics,Mrs. Mensah,83.4,41.5,89.1,67.9,69.0
S2392,Hilltop College,SS3,Male,Biology,Mr. Yusuf,79.7,88.6,98.7,75.2,84.9
S2393,Lakeside School,SS1,Male,Physics,Mr. Yusuf,67.7,72.2,67.1,68.2,68.7
S2394,Northview High,SS2,Male,English,Mr. Yusuf,78.6,56.7,35.6,33.6,38.8
S2395,Lakeside School,SS1,Female,Biology,Mr. Ade,69.8,43.7,44.1,82.2,63.1
S2396,Greenfield Academy,JSS2,Female,Physics,Mrs. Hassan,96.6,49.7,55.9,65.4,59.4
S2397,Greenfield Academy,SS1,Female,Biology,Mrs. Mensah,73.4,93.7,72.6,75.3,78.2
S2398,Hilltop College,JSS1,Female,Biology,Mrs. Okeke,98.1,81.2,39.9,65.2,60.8
S2399,Northview High,JSS2,Male,Physics,Mrs. Okeke,81.3,55.0,96.3,64.4,72.1
S2400,Greenfield Academy,SS3,Male,Physics,Mrs. Okeke,85.3,43.9,58.7,42.0,47.4
S2401,Greenfield Academy,JSS2,Male,Mathematics,Mrs. Okeke,81.7,81.4,94.3,49.5,69.3
S2402,Northview High,SS2,Male,Biology,Mr. Yusuf,65.2,74.3,85.7,41.1,61.1
S2403,Lakeside School,JSS3,Male,Chemistry,Mrs. Okeke,75.0,64.3,84.1,43.7,59.9
S2404,Lakeside School,SS3,Male,Biology,Mrs. Hassan,64.0,61.8,74.4,98.1,83.7
S2405,Hilltop College,JSS2,Female,Biology,Mr. Yusuf,84.9,53.0,75.7,40.7,53.7
S2406,Lakeside School,SS3,Female,Physics,Mrs. Okeke,77.9,80.2,76.5,48.8,63.4
S2407,Northview High,SS3,Male,Biology,Mr. Ade,91.1,98.2,75.9,71.3,78.1
S2408,Greenfield Academy,SS3,Male,Economics,Mr. Bello,68.8,50.5,71.0,72.7,67.8
S2409,Lakeside School,JSS3,Female,Biology,Mr. Bello,66.6,75.8,99.1,40.8,65.3
S2410,Hilltop College,SS1,Female,Economics,Mr. Bello,76.3,65.5,82.6,85.6,80.7
S2411,Lakeside School,SS3,Female,Chemistry,Mr. Yusuf,97.1,66.8,85.5,85.0,81.5
S2412,Northview High,JSS1,Female,Physics,Mrs. Okeke,88.4,55.2,91.7,46.6,61.9
S2413,Hilltop College,SS2,Male,Biology,Mrs. Mensah,76.8,89.5,49.0,50.2,57.7
S2414,Lakeside School,JSS3,Male,Economics,Mrs. Mensah,80.7,69.1,40.4,95.7,73.8
S2415,Hilltop College,JSS2,Male,Economics,Mrs. Mensah,63.4,72.6,66.4,87.8,78.3
S2416,Northview High,JSS3,Male,Economics,Mr. Yusuf,99.4,58.3,68.4,78.8,71.6
S2417,Greenfield Academy,JSS2,Male,English,Mrs. Hassan,86.7,50.9,88.9,35.8,54.8
S2418,Northview High,JSS3,Female,Mathematics,Mr. Ade,71.4,45.2,63.8,59.3,57.8
S2419,Northview High,JSS2,Male,Chemistry,Mr. Ade,83.4,82.8,72.1,69.2,72.8
S2420,Northview High,SS3,Female,Biology,Mr. Bello,64.4,51.8,69.3,43.1,52.7
S2421,Northview High,SS1,Male,English,Mr. Bello,98.6,81.4,37.5,61.4,58.2
S2422,Greenfield Academy,JSS2,Male,Biology,Mrs. Mensah,67.0,63.4,75.0,72.1,71.2
S2423,Greenfield Academy,JSS2,Male,Biology,Mrs. Mensah,85.9,64.9,88.8,52.9,66.1
S2424,Hilltop College,JSS1,Male,Physics,Mr. Bello,69.8,68.2,45.2,84.7,69.6
S2425,Lakeside School,JSS2,Male,Physics,Mrs. Okeke,88.7,62.1,73.6,88.8,78.9
S2426,Greenfield Academy,JSS1,Female,Physics,Mrs. Hassan,91.1,46.0,73.6,52.7,57.6
S2427,Greenfield Academy,SS2,Female,English,Mrs. Hassan,86.9,58.6,45.7,88.7,69.8
S2428,Lakeside School,SS3,Female,Biology,Mrs. Hassan,84.6,79.8,43.0,37.3,47.5
S2429,Greenfield Academy,JSS1,Male,Mathematics,Mrs. Hassan,95.7,79.9,98.7,88.6,89.9
S2430,Northview High,SS1,Male,Chemistry,Mr. Bello,63.1,57.2,60.6,40.7,50.0
S2431,Northview High,SS3,Female,Physics,Mr. Ade,73.2,67.6,49.8,35.8,46.4
S2432,Lakeside School,JSS1,Male,Physics,Mr. Bello,69.9,51.6,46.1,74.9,61.6
S2433,Hilltop College,SS3,Male,Biology,Mrs. Hassan,99.5,52.6,78.4,63.0,65.5
S2434,Hilltop College,SS3,Female,Biology,Mr. Bello,75.6,41.4,74.6,93.6,77.5
S2435,Lakeside School,SS3,Male,English,Mrs. Hassan,89.3,93.8,76.8,55.4,69.5
S2436,Lakeside School,SS2,Female,English,Mr. Yusuf,87.4,52.6,40.7,50.1,47.8
S2437,Northview High,SS1,Male,Physics,Mrs. Mensah,68.5,53.7,93.1,65.1,71.2
S2438,Hilltop College,JSS3,Female,Biology,Mr. Ade,69.6,56.8,60.3,61.9,60.4
S2439,Greenfield Academy,JSS3,Male,Mathematics,Mr. Yusuf,71.3,47.6,55.4,54.1,53.2
S2440,Northview High,JSS1,Male,Chemistry,Mrs. Okeke,76.4,78.4,65.1,78.6,74.5
S2441,Lakeside School,SS3,Female,Biology,Mr. Bello,69.4,44.5,60.4,83.2,68.6
S2442,Hilltop College,JSS1,Male,Biology,Mrs. Okeke,60.8,48.1,91.1,89.7,81.8
S2443,Greenfield Academy,SS2,Male,Economics,Mr. Bello,95.2,78.7,95.4,98.1,93.4
S2444,Greenfield Academy,SS2,Female,English,Mrs. Mensah,98.6,60.4,54.7,48.7,52.8
S2445,Northview High,JSS2,Male,Chemistry,Mr. Yusuf,73.7,82.5,91.2,80.1,83.9
S2446,Hilltop College,SS2,Female,Physics,Mrs. Mensah,73.5,73.4,85.8,57.6,69.2
S2447,Hilltop College,JSS2,Male,Biology,Mrs. Hassan,60.3,55.4,95.5,77.4,78.4
S2448,Lakeside School,SS1,Male,Physics,Mrs. Mensah,87.2,79.0,51.0,63.3,62.8
S2449,Hilltop College,JSS1,Male,Biology,Mrs. Mensah,93.0,47.0,72.5,99.6,80.9
S2450,Hilltop College,SS1,Male,Physics,Mrs. Hassan,65.9,72.2,52.8,81.0,70.8
S2451,Northview High,SS2,Female,Chemistry,Mr. Bello,66.4,66.2,88.6,96.7,88.2
S2452,Hilltop College,SS1,Male,English,Mrs. Hassan,91.6,56.1,35.3,88.4,66.0
S2453,Greenfield Academy,SS1,Female,Chemistry,Mr. Yusuf,84.7,76.2,71.7,93.2,83.4
S2454,Northview High,SS1,Male,Economics,Mrs. Mensah,61.8,92.3,57.0,87.0,79.1
S2455,Northview High,SS2,Male,Mathematics,Mrs. Hassan,84.9,99.9,56.0,62.1,67.8
S2456,Lakeside School,SS3,Male,English,Mrs. Mensah,72.4,76.5,76.9,47.6,62.2
S2457,Hilltop College,SS1,Male,Chemistry,Mr. Yusuf,74.7,64.3,90.3,55.9,67.9
S2458,Lakeside School,JSS2,Female,Economics,Mrs. Okeke,90.8,53.5,74.6,31.4,48.8
S2459,Greenfield Academy,SS2,Female,Mathematics,Mr. Yusuf,92.4,55.4,90.5,66.7,71.6
S2460,Northview High,SS1,Female,Economics,Mr. Ade,76.0,68.8,52.2,65.4,62.1
S2461,Northview High,SS3,Female,Biology,Mr. Ade,97.9,62.0,68.8,66.8,66.4
S2462,Northview High,SS2,Male,Biology,Mr. Ade,76.3,94.8,64.3,98.2,87.4
S2463,Greenfield Academy,JSS3,Female,Physics,Mrs. Mensah,90.9,62.1,35.8,93.8,70.1
S2464,Greenfield Academy,SS3,Female,English,Mr. Bello,79.4,62.4,71.2,41.3,54.5
S2465,Lakeside School,JSS2,Male,Biology,Mr. Bello,95.9,63.0,78.0,55.8,63.9
S2466,Lakeside School,SS1,Male,Economics,Mr. Bello,96.3,90.2,73.5,59.7,69.9
S2467,Lakeside School,JSS3,Male,English,Mrs. Mensah,63.5,79.0,82.9,55.2,68.3
S2468,Hilltop College,JSS3,Male,Biology,Mr. Yusuf,97.5,76.9,72.1,85.9,80.0
S2469,Northview High,SS2,Female,Physics,Mr. Bello,93.0,60.0,39.3,66.7,57.1
S2470,Northview High,JSS3,Female,Chemistry,Mrs. Okeke,91.7,89.1,42.6,70.0,65.6
S2471,Lakeside School,JSS2,Male,Physics,Mr. Ade,68.0,42.3,73.8,89.7,75.4
S2472,Northview High,JSS2,Male,Mathematics,Mr. Yusuf,92.2,92.2,52.9,86.4,77.5
S2473,Lakeside School,JSS1,Male,Biology,Mr. Ade,94.0,70.8,40.2,39.3,45.9
S2474,Hilltop College,JSS2,Female,Mathematics,Mr. Bello,71.6,63.9,62.9,80.0,71.6
S2475,Hilltop College,SS3,Female,Mathematics,Mr. Yusuf,98.1,69.8,71.0,60.5,65.5
S2476,Greenfield Academy,JSS3,Male,Economics,Mrs. Hassan,62.0,80.0,56.4,50.6,58.2
S2477,Hilltop College,JSS2,Male,English,Mrs. Okeke,66.0,40.8,81.8,33.5,49.4
S2478,Lakeside School,SS2,Female,Economics,Mr. Bello,81.5,92.3,76.8,64.1,73.6
S2479,Hilltop College,JSS1,Male,Biology,Mr. Bello,83.0,66.8,56.6,54.9,57.8
S2480,Greenfield Academy,JSS3,Male,Mathematics,Mrs. Okeke,85.8,60.6,84.1,47.6,61.1
S2481,Northview High,JSS1,Female,Chemistry,Mrs. Okeke,60.7,48.3,77.2,78.6,72.1
S2482,Lakeside School,JSS3,Male,Mathematics,Mrs. Hassan,98.4,66.4,76.4,83.9,78.2
S2483,Northview High,SS2,Female,Chemistry,Mr. Bello,61.8,69.8,71.0,47.1,58.8
S2484,Greenfield Academy,JSS1,Male,Economics,Mrs. Mensah,65.7,64.2,35.7,33.5,40.3
S2485,Greenfield Academy,SS1,Male,Economics,Mr. Bello,60.6,80.7,80.3,89.4,84.9
S2486,Greenfield Academy,SS3,Female,English,Mr. Ade,82.7,65.3,59.4,30.7,46.2
S2487,Northview High,SS3,Female,Mathematics,Mr. Yusuf,97.3,97.7,96.3,95.6,96.2
S2488,Northview High,JSS3,Male,Physics,Mr. Yusuf,86.6,76.0,88.2,73.9,78.6
S2489,Northview High,SS1,Female,Economics,Mr. Ade,92.9,88.4,73.2,52.5,65.9
S2490,Northview High,JSS1,Male,Economics,Mr. Yusuf,60.5,46.6,51.4,47.3,48.4
S2491,Greenfield Academy,SS1,Male,English,Mrs. Okeke,81.7,63.8,48.2,30.6,42.5
S2492,Greenfield Academy,SS1,Female,Chemistry,Mr. Yusuf,78.4,60.2,57.1,46.5,52.4
S2493,Lakeside School,JSS1,Male,English,Mr. Yusuf,80.0,74.2,66.0,39.6,54.4
S2494,Lakeside School,SS2,Male,Mathematics,Mr. Ade,62.9,91.7,54.2,72.9,71.1
S2495,Northview High,SS1,Female,Biology,Mrs. Hassan,87.4,44.7,68.5,41.7,50.3
S2496,Hilltop College,SS1,Female,Biology,Mr. Yusuf,80.1,44.4,45.7,67.0,56.1
S2497,Hilltop College,SS2,Male,Chemistry,Mrs. Mensah,90.6,91.0,98.6,71.3,83.4
S2498,Greenfield Academy,SS1,Female,Economics,Mr. Yusuf,79.4,52.8,42.0,50.9,48.6
S2499,Greenfield Academy,SS1,Female,Chemistry,Mrs. Hassan,66.0,80.1,95.6,32.5,61.0
